firm,date,amount,party,ideology_score
Omega Health,2019-10-17,357.66,D,-0.17762111751192633
Skyline Retail,2020-07-05,320.85,R,-0.22364750236744266
Falcon Semiconductor,2018-10-28,1465.0,R,0.16770146378342482
Sapphire Energy,2019-03-02,1011.5,D,0.16492209036610356
Sapphire Energy,2015-01-16,643.61,D,0.16492209036610356
BlueRiver Manufacturing,2021-06-14,2646.07,D,-0.7814248212212955
Redwood Partners,2014-09-27,230.1,D,-0.41854096357774834
EaglePeak Aerospace,2013-06-10,1769.74,R,0.6649897912920661
Everton Technologies,2010-09-01,435.68,D,-0.37360829603310824
United Semiconductor,2014-08-04,1501.89,R,0.7031948302175441
TerraLine Logistics,2013-11-04,508.17,D,-0.7679229314410365
Sapphire Energy,2024-06-10,868.46,R,0.16492209036610356
Highland Logistics,2022-11-23,1108.65,D,-0.20675394355677812
Arclight Manufacturing,2010-08-16,805.73,D,-0.6856182543666501
United Semiconductor,2013-09-30,3114.14,R,0.7031948302175441
Zenith Industries,2017-05-31,3834.22,D,-0.3067997146495536
Pioneer Energy,2014-10-08,1024.59,R,0.11750752865586686
AmeriCore Energy,2024-07-18,281.56,R,0.7811810347855594
Sapphire Energy,2021-10-05,2269.85,D,0.16492209036610356
Horizon Capital,2022-06-04,662.35,D,-0.5446174747209411
United Semiconductor,2015-04-12,2639.78,D,0.7031948302175441
Quantum Systems,2017-12-24,451.28,D,-0.41357155810874113
SilverRock Solutions,2022-07-07,987.59,D,-0.34508089355433375
Cobalt Holdings,2016-10-14,573.28,D,-0.34637523032738454
Oakstone Industries,2019-04-02,1148.41,D,-0.4462512983276463
Millennium Retail Group,2020-01-18,838.18,D,-0.26308908144152243
Evercrest Systems,2023-10-28,496.77,D,-0.6911643501317529
Highland Logistics,2016-09-01,1208.03,R,-0.20675394355677812
Crescent Automotive,2014-01-27,163.3,R,-0.7791419463933508
Longview Energy,2017-03-27,733.95,R,0.5124859787131362
Everton Technologies,2019-07-20,1354.65,R,-0.37360829603310824
Millennium Retail Group,2021-05-26,1304.52,R,-0.26308908144152243
BlueRiver Manufacturing,2016-10-24,700.05,D,-0.7814248212212955
Northbridge Holdings,2024-01-28,261.02,D,-0.6469534176374777
Sapphire Energy,2013-05-29,2009.32,R,0.16492209036610356
UrbanStar Retail,2021-02-16,954.8,D,0.02898247316376057
BlueRiver Manufacturing,2022-12-20,746.64,D,-0.7814248212212955
Vanguard Networks,2021-06-15,2448.32,D,-0.7441456161534608
GoldenGate Networks,2021-04-17,1042.83,D,-0.5643838184211613
UrbanStar Retail,2015-05-10,2367.1,R,0.02898247316376057
Sterling Logistics,2016-07-21,1159.6,D,-0.17547430260660823
Sapphire Energy,2011-03-01,238.53,D,0.16492209036610356
Redwood Partners,2010-12-05,1317.63,D,-0.41854096357774834
Aurora Networks,2022-06-22,2880.8,D,-0.5046547262203107
Apex Systems,2011-01-30,1042.7,D,-0.3524012410794814
BlueRiver Manufacturing,2010-04-22,453.73,D,-0.7814248212212955
Falcon Semiconductor,2018-08-29,650.77,D,0.16770146378342482
Highland Logistics,2012-04-23,1199.04,D,-0.20675394355677812
Quantum Systems,2011-11-22,1010.59,D,-0.41357155810874113
Cobalt Holdings,2022-07-12,234.82,D,-0.34637523032738454
Liberty Capital,2018-06-17,831.19,D,-0.6437524832958241
Zenith Industries,2022-10-24,1285.21,D,-0.3067997146495536
Sterling Logistics,2017-12-04,563.23,D,-0.17547430260660823
Evercrest Systems,2024-09-06,2088.18,D,-0.6911643501317529
Ironwood Aerospace,2023-11-09,644.32,D,0.23918635548065395
UrbanStar Retail,2021-12-18,313.33,R,0.02898247316376057
Equinox Manufacturing,2017-08-30,774.72,D,-0.6370463795472789
Infinity Partners,2022-09-12,6807.23,D,-0.2896112414347556
NextWave Semiconductor,2023-03-15,1348.18,R,0.3591266769818179
Ironwood Aerospace,2015-11-09,1418.8,R,0.23918635548065395
Mosaic Consumer Goods,2023-10-17,1242.86,D,0.08298082509351284
NorthStar Retail Group,2016-01-25,1611.43,D,-0.21768137947876254
Omega Health,2012-09-10,2652.58,R,-0.17762111751192633
Vector Automotive,2012-03-19,2551.56,D,-0.2194167350229036
NextWave Semiconductor,2010-03-26,2919.38,R,0.3591266769818179
Crescent Automotive,2020-04-15,2189.43,D,-0.7791419463933508
TerraLine Logistics,2021-12-23,603.57,D,-0.7679229314410365
Millennium Retail Group,2018-01-29,6059.27,D,-0.26308908144152243
Titan Aerospace,2020-10-07,1794.18,D,0.30257157452147504
Redwood Partners,2021-04-08,1411.04,D,-0.41854096357774834
SummitLine Logistics,2024-06-14,832.57,D,-0.6131155245656207
GoldenGate Networks,2014-01-13,1143.24,R,-0.5643838184211613
Oakstone Industries,2022-03-03,2283.58,D,-0.4462512983276463
SummitLine Logistics,2020-11-18,1085.71,R,-0.6131155245656207
Equinox Manufacturing,2012-02-26,1510.39,D,-0.6370463795472789
Titan Aerospace,2012-05-03,912.8,R,0.30257157452147504
NextWave Semiconductor,2023-06-07,627.59,D,0.3591266769818179
Aspire Automotive,2015-02-08,497.41,R,-0.35502088901491985
Equinox Manufacturing,2021-09-14,756.38,D,-0.6370463795472789
Omega Health,2016-12-13,194.22,R,-0.17762111751192633
Summit Technologies,2023-02-27,1589.8,D,-0.6074794771416165
Heritage Automotive,2020-11-24,235.04,D,-0.3113024235082412
NorthStar Retail Group,2015-07-25,2927.76,D,-0.21768137947876254
Millennium Retail Group,2016-10-31,2569.52,R,-0.26308908144152243
Sterling Logistics,2019-04-10,1291.07,D,-0.17547430260660823
PrimeHealth Corporation,2012-10-02,2074.96,R,0.09481580189139682
Ironwood Aerospace,2015-10-10,862.96,D,0.23918635548065395
SummitLine Logistics,2021-07-26,973.63,D,-0.6131155245656207
Harbor Retail Group,2010-01-22,1031.42,D,0.18917697133120992
Greenfield Manufacturing,2019-04-11,1515.61,R,-0.2359265237170345
Oakstone Industries,2012-10-25,1196.82,D,-0.4462512983276463
SilverRock Solutions,2024-04-11,287.71,D,-0.34508089355433375
United Semiconductor,2024-07-19,623.11,R,0.7031948302175441
United Semiconductor,2020-11-23,768.32,R,0.7031948302175441
BlueRiver Manufacturing,2021-01-17,693.53,R,-0.7814248212212955
Highland Logistics,2024-06-18,512.25,D,-0.20675394355677812
Infinity Partners,2019-12-22,1194.66,D,-0.2896112414347556
Harbor Retail Group,2011-04-10,3028.15,R,0.18917697133120992
Riverstone Technologies,2012-11-21,789.0,D,-0.23339868032552136
EaglePeak Aerospace,2023-08-08,378.65,R,0.6649897912920661
MetroTech Solutions,2022-09-23,929.46,D,-0.28918774931432745
NextWave Semiconductor,2023-05-14,3477.19,R,0.3591266769818179
Liberty Capital,2010-01-22,1523.01,D,-0.6437524832958241
Mosaic Consumer Goods,2019-04-27,2202.91,D,0.08298082509351284
BlueRiver Manufacturing,2014-07-13,2088.02,R,-0.7814248212212955
SilverRock Solutions,2010-04-02,1200.21,D,-0.34508089355433375
TerraLine Logistics,2018-08-19,433.5,R,-0.7679229314410365
Heritage Automotive,2010-08-20,358.09,R,-0.3113024235082412
Ironwood Aerospace,2013-08-09,829.76,D,0.23918635548065395
Northbridge Holdings,2011-07-09,1033.11,D,-0.6469534176374777
Aurora Networks,2016-11-12,861.39,R,-0.5046547262203107
Crescent Automotive,2018-12-13,1076.93,D,-0.7791419463933508
Summit Technologies,2020-05-04,1335.14,D,-0.6074794771416165
MetroTech Solutions,2017-10-29,923.55,D,-0.28918774931432745
Longview Energy,2023-07-30,524.02,R,0.5124859787131362
Titan Aerospace,2020-11-25,1141.77,R,0.30257157452147504
Harbor Retail Group,2021-09-19,356.48,D,0.18917697133120992
Orbit Semiconductor,2023-07-24,741.68,R,0.3656188092303535
EaglePeak Aerospace,2012-12-27,512.79,R,0.6649897912920661
Paramount Systems,2013-06-30,245.65,D,-0.6533450784599586
Omega Health,2016-09-17,1582.7,R,-0.17762111751192633
Riverstone Technologies,2021-07-31,1479.93,D,-0.23339868032552136
BlueRiver Manufacturing,2018-08-02,1172.44,R,-0.7814248212212955
Quantum Systems,2021-07-07,1062.34,D,-0.41357155810874113
Sapphire Energy,2010-12-07,1998.68,D,0.16492209036610356
BluePeak Technologies,2011-02-02,1566.91,D,-0.7292989994131897
UrbanStar Retail,2014-12-30,806.34,R,0.02898247316376057
SummitLine Logistics,2024-04-11,1867.79,D,-0.6131155245656207
Titan Aerospace,2023-04-26,1068.74,R,0.30257157452147504
United Semiconductor,2024-08-14,1285.08,R,0.7031948302175441
Brightline Capital,2019-05-09,1490.72,D,-0.7954508682253574
Oakstone Industries,2012-10-17,1589.9,D,-0.4462512983276463
Quantum Systems,2012-04-08,872.54,D,-0.41357155810874113
Pioneer Energy,2011-02-15,628.85,R,0.11750752865586686
United Semiconductor,2015-08-19,2185.7,R,0.7031948302175441
Cypress Health,2014-05-09,598.34,D,-0.1277995867856065
Greenfield Manufacturing,2017-02-10,2587.33,R,-0.2359265237170345
Vector Automotive,2012-02-25,505.42,D,-0.2194167350229036
Vanguard Networks,2019-07-23,179.8,R,-0.7441456161534608
Aurora Networks,2014-05-09,906.85,D,-0.5046547262203107
Zenith Industries,2012-10-16,440.91,D,-0.3067997146495536
Millennium Retail Group,2014-08-21,891.4,D,-0.26308908144152243
EaglePeak Aerospace,2016-07-26,2049.01,R,0.6649897912920661
Oakstone Industries,2019-06-02,2331.35,D,-0.4462512983276463
Aspire Automotive,2017-02-02,1320.29,D,-0.35502088901491985
United Semiconductor,2022-03-10,2842.1,R,0.7031948302175441
Aspire Automotive,2015-09-19,553.52,D,-0.35502088901491985
Heritage Automotive,2018-02-17,187.56,R,-0.3113024235082412
Oakstone Industries,2012-04-16,318.93,R,-0.4462512983276463
Cobalt Holdings,2021-01-25,907.43,D,-0.34637523032738454
Falcon Semiconductor,2021-03-22,335.76,R,0.16770146378342482
Liberty Capital,2015-05-12,1142.29,D,-0.6437524832958241
BluePeak Technologies,2011-12-09,938.01,D,-0.7292989994131897
TerraLine Logistics,2011-05-11,1376.41,D,-0.7679229314410365
Brightline Capital,2011-04-17,2124.27,D,-0.7954508682253574
NorthStar Retail Group,2019-03-03,1892.57,D,-0.21768137947876254
Millennium Retail Group,2016-12-22,1763.59,D,-0.26308908144152243
Infinity Partners,2018-05-05,1470.95,D,-0.2896112414347556
Skyline Retail,2018-03-24,1071.51,R,-0.22364750236744266
Liberty Capital,2024-07-05,1600.61,D,-0.6437524832958241
AmeriCore Energy,2013-11-13,944.09,R,0.7811810347855594
Ironwood Aerospace,2023-11-09,466.57,R,0.23918635548065395
Mountain Ridge Industries,2020-07-31,1037.2,D,-0.12995084945525315
United Semiconductor,2023-09-19,770.41,R,0.7031948302175441
Riverstone Technologies,2024-10-01,607.42,R,-0.23339868032552136
Sterling Logistics,2017-03-17,1327.75,D,-0.17547430260660823
United Semiconductor,2020-02-14,701.43,R,0.7031948302175441
Mosaic Consumer Goods,2011-07-05,1050.89,D,0.08298082509351284
NorthStar Retail Group,2019-08-09,4756.06,R,-0.21768137947876254
Aurora Networks,2024-03-24,1045.83,D,-0.5046547262203107
Mosaic Consumer Goods,2018-12-20,1383.67,R,0.08298082509351284
PrimeHealth Corporation,2011-07-06,2377.56,D,0.09481580189139682
Northbridge Holdings,2020-07-19,666.46,D,-0.6469534176374777
Omega Health,2010-08-16,421.22,R,-0.17762111751192633
EaglePeak Aerospace,2010-12-24,1577.66,R,0.6649897912920661
Arclight Manufacturing,2021-11-12,491.66,D,-0.6856182543666501
Falcon Semiconductor,2017-05-21,1186.02,R,0.16770146378342482
GoldenGate Networks,2018-03-18,388.67,D,-0.5643838184211613
BlueRiver Manufacturing,2014-06-19,1156.35,D,-0.7814248212212955
Summit Technologies,2022-01-31,607.51,D,-0.6074794771416165
Falcon Semiconductor,2014-06-12,670.35,D,0.16770146378342482
Pioneer Energy,2023-11-20,892.86,D,0.11750752865586686
Omega Health,2022-08-20,1250.79,D,-0.17762111751192633
Vanguard Networks,2024-08-29,2451.73,D,-0.7441456161534608
Brightline Capital,2010-05-02,5908.78,D,-0.7954508682253574
Riverstone Technologies,2023-03-31,1952.18,D,-0.23339868032552136
Summit Technologies,2023-01-08,1556.97,D,-0.6074794771416165
Heritage Automotive,2023-05-03,678.03,D,-0.3113024235082412
Liberty Capital,2020-07-29,459.94,D,-0.6437524832958241
Millennium Retail Group,2010-02-17,412.54,D,-0.26308908144152243
Sterling Logistics,2012-01-24,835.99,D,-0.17547430260660823
NextWave Semiconductor,2015-12-22,327.74,R,0.3591266769818179
MetroTech Solutions,2013-03-30,608.19,D,-0.28918774931432745
Millennium Retail Group,2021-08-06,700.41,D,-0.26308908144152243
Harbor Retail Group,2014-02-26,2724.52,R,0.18917697133120992
PrimeHealth Corporation,2010-09-29,611.26,R,0.09481580189139682
Ironwood Aerospace,2022-07-16,1721.43,R,0.23918635548065395
Cypress Health,2010-11-15,2098.41,D,-0.1277995867856065
SummitLine Logistics,2016-09-10,594.15,D,-0.6131155245656207
MetroTech Solutions,2021-11-12,4311.78,R,-0.28918774931432745
Aspire Automotive,2014-10-01,765.41,D,-0.35502088901491985
Infinity Partners,2024-07-15,347.37,D,-0.2896112414347556
Evercrest Systems,2023-07-02,408.89,D,-0.6911643501317529
Aspire Automotive,2021-04-20,903.87,R,-0.35502088901491985
TerraLine Logistics,2011-03-26,1336.07,D,-0.7679229314410365
SilverRock Solutions,2020-12-26,3347.19,D,-0.34508089355433375
Pioneer Energy,2019-11-10,3176.43,R,0.11750752865586686
NovaBridge Partners,2010-08-09,1035.69,D,-0.5350259359541526
Mountain Ridge Industries,2014-11-23,3048.28,R,-0.12995084945525315
Zenith Industries,2015-05-12,258.2,D,-0.3067997146495536
Greenfield Manufacturing,2020-02-11,2190.36,D,-0.2359265237170345
BlueRiver Manufacturing,2011-11-01,1621.57,D,-0.7814248212212955
Frontier Semiconductor,2011-12-25,907.92,R,0.5736896411960379
Cypress Health,2017-05-16,1013.41,D,-0.1277995867856065
NovaBridge Partners,2018-07-05,511.81,D,-0.5350259359541526
Evercrest Systems,2024-03-10,1196.18,D,-0.6911643501317529
TerraLine Logistics,2012-07-16,3826.85,D,-0.7679229314410365
Millennium Retail Group,2023-07-17,1262.71,D,-0.26308908144152243
Horizon Capital,2011-04-09,1025.36,D,-0.5446174747209411
Heritage Automotive,2022-08-03,295.23,R,-0.3113024235082412
Aspire Automotive,2022-10-31,677.25,R,-0.35502088901491985
Evercrest Systems,2019-09-02,657.8,D,-0.6911643501317529
Longview Energy,2012-07-17,440.3,R,0.5124859787131362
Riverstone Technologies,2022-07-13,521.92,R,-0.23339868032552136
UrbanStar Retail,2011-06-10,1268.46,R,0.02898247316376057
Titan Aerospace,2024-12-04,2115.39,R,0.30257157452147504
MetroTech Solutions,2022-03-20,1264.15,R,-0.28918774931432745
Atlas Health,2019-09-18,1394.0,R,-0.3304489338964671
Highland Logistics,2012-09-29,499.95,D,-0.20675394355677812
Paramount Systems,2020-10-09,2582.08,R,-0.6533450784599586
Infinity Partners,2024-06-25,681.76,D,-0.2896112414347556
Sterling Logistics,2021-02-16,1125.02,R,-0.17547430260660823
Summit Technologies,2019-12-15,2088.91,D,-0.6074794771416165
Heritage Automotive,2011-09-29,7774.0,D,-0.3113024235082412
Pioneer Energy,2019-11-22,318.75,D,0.11750752865586686
PrimeHealth Corporation,2019-09-18,479.76,D,0.09481580189139682
Frontier Semiconductor,2010-12-23,1732.38,R,0.5736896411960379
EaglePeak Aerospace,2019-04-04,455.26,R,0.6649897912920661
Mosaic Consumer Goods,2013-02-13,1437.58,D,0.08298082509351284
BluePeak Technologies,2018-02-09,2465.29,R,-0.7292989994131897
Vector Automotive,2012-05-08,1317.18,D,-0.2194167350229036
Longview Energy,2016-08-15,3119.32,R,0.5124859787131362
SilverRock Solutions,2011-02-22,1639.5,D,-0.34508089355433375
Sterling Logistics,2013-11-18,1601.86,D,-0.17547430260660823
NorthStar Retail Group,2014-11-13,2316.44,D,-0.21768137947876254
NovaBridge Partners,2024-12-31,1699.51,R,-0.5350259359541526
SummitLine Logistics,2019-12-20,520.02,D,-0.6131155245656207
Horizon Capital,2022-07-23,1272.04,D,-0.5446174747209411
Heritage Automotive,2013-06-05,784.64,D,-0.3113024235082412
Evercrest Systems,2019-09-19,562.28,D,-0.6911643501317529
Sterling Logistics,2023-05-12,453.66,D,-0.17547430260660823
Pioneer Energy,2019-10-29,912.73,R,0.11750752865586686
MetroTech Solutions,2023-01-24,525.98,D,-0.28918774931432745
United Semiconductor,2023-02-28,763.42,R,0.7031948302175441
Cypress Health,2018-09-29,1456.33,D,-0.1277995867856065
Crescent Automotive,2019-12-09,2087.53,D,-0.7791419463933508
Redwood Partners,2024-06-08,952.98,D,-0.41854096357774834
Cobalt Holdings,2023-03-01,1059.69,D,-0.34637523032738454
Titan Aerospace,2010-08-24,1798.2,R,0.30257157452147504
Atlas Health,2014-04-20,3288.07,D,-0.3304489338964671
GoldenGate Networks,2024-02-06,954.36,D,-0.5643838184211613
Paramount Systems,2010-01-24,2273.59,D,-0.6533450784599586
Zenith Industries,2018-10-01,348.41,D,-0.3067997146495536
Frontier Semiconductor,2019-09-12,1780.9,R,0.5736896411960379
Evercrest Systems,2014-05-24,2465.73,R,-0.6911643501317529
Vector Automotive,2010-02-23,1268.11,D,-0.2194167350229036
Brightline Capital,2012-10-26,858.74,D,-0.7954508682253574
Liberty Capital,2019-07-18,2953.18,D,-0.6437524832958241
Heritage Automotive,2019-07-02,639.0,D,-0.3113024235082412
Riverstone Technologies,2010-01-24,1371.41,R,-0.23339868032552136
Highland Logistics,2017-10-12,189.13,R,-0.20675394355677812
Northbridge Holdings,2015-06-21,2057.27,D,-0.6469534176374777
Equinox Manufacturing,2017-04-11,1744.12,D,-0.6370463795472789
Titan Aerospace,2024-10-20,4060.33,R,0.30257157452147504
BluePeak Technologies,2010-08-21,1224.79,D,-0.7292989994131897
MetroTech Solutions,2010-05-21,1339.35,R,-0.28918774931432745
TerraLine Logistics,2011-10-17,1603.67,D,-0.7679229314410365
Vector Automotive,2016-12-26,1578.37,D,-0.2194167350229036
Atlas Health,2013-01-31,636.56,R,-0.3304489338964671
AmeriCore Energy,2020-01-17,1107.57,R,0.7811810347855594
Vertex Energy,2020-02-14,1348.62,R,0.7556582113987458
Equinox Manufacturing,2019-06-11,1577.74,D,-0.6370463795472789
Pioneer Energy,2018-06-08,685.65,R,0.11750752865586686
Crescent Automotive,2015-06-09,1318.97,D,-0.7791419463933508
Omega Health,2021-12-14,169.15,D,-0.17762111751192633
Orbit Semiconductor,2018-04-12,1430.96,R,0.3656188092303535
Cobalt Holdings,2013-04-05,3642.82,D,-0.34637523032738454
Sterling Logistics,2017-05-18,1778.93,D,-0.17547430260660823
Evercrest Systems,2024-10-13,355.54,D,-0.6911643501317529
Skyline Retail,2021-04-07,457.25,D,-0.22364750236744266
Paramount Systems,2020-03-21,2842.44,D,-0.6533450784599586
Greenfield Manufacturing,2016-06-17,375.16,D,-0.2359265237170345
Oakstone Industries,2020-03-28,1665.12,D,-0.4462512983276463
Sterling Logistics,2017-07-18,894.17,R,-0.17547430260660823
Zenith Industries,2014-04-25,1145.46,D,-0.3067997146495536
Longview Energy,2014-10-26,2175.84,D,0.5124859787131362
Mountain Ridge Industries,2012-08-14,597.12,R,-0.12995084945525315
NovaBridge Partners,2011-12-07,706.66,D,-0.5350259359541526
Mosaic Consumer Goods,2020-08-16,1327.15,D,0.08298082509351284
United Semiconductor,2012-06-16,2155.83,R,0.7031948302175441
SilverRock Solutions,2024-02-15,884.5,R,-0.34508089355433375
Oakstone Industries,2012-12-27,873.44,R,-0.4462512983276463
Titan Aerospace,2021-12-15,1615.21,R,0.30257157452147504
EaglePeak Aerospace,2013-08-05,2224.33,R,0.6649897912920661
Omega Health,2024-11-25,484.39,D,-0.17762111751192633
Frontier Semiconductor,2023-06-15,1952.91,D,0.5736896411960379
Millennium Retail Group,2013-02-24,578.1,R,-0.26308908144152243
Evercrest Systems,2014-10-20,2604.84,R,-0.6911643501317529
Vector Automotive,2013-06-06,794.51,D,-0.2194167350229036
Vanguard Networks,2012-11-23,861.91,D,-0.7441456161534608
Evercrest Systems,2017-01-13,694.6,D,-0.6911643501317529
BlueRiver Manufacturing,2019-10-03,861.5,D,-0.7814248212212955
GoldenGate Networks,2011-01-02,1801.42,D,-0.5643838184211613
Liberty Capital,2011-07-31,493.16,R,-0.6437524832958241
EaglePeak Aerospace,2011-12-17,1398.01,R,0.6649897912920661
Apex Systems,2013-11-20,2054.29,D,-0.3524012410794814
UrbanStar Retail,2013-06-10,2002.6,D,0.02898247316376057
SummitLine Logistics,2018-05-09,2653.38,D,-0.6131155245656207
Falcon Semiconductor,2022-11-14,706.29,D,0.16770146378342482
Zenith Industries,2010-12-18,1422.31,R,-0.3067997146495536
Paramount Systems,2021-04-27,996.65,D,-0.6533450784599586
NextWave Semiconductor,2019-01-24,1394.84,R,0.3591266769818179
Zenith Industries,2018-11-29,614.86,D,-0.3067997146495536
UrbanStar Retail,2012-07-13,2971.73,R,0.02898247316376057
TerraLine Logistics,2010-12-03,639.84,D,-0.7679229314410365
